bus_id,route,passengers,speed_kmph,traffic,weather,time_period,day_type,congestion_score,delay_minutes
B037,R06,11,15,Medium,Cloudy,Afternoon,Weekday,41.79,10.0
B013,R02,13,35,Low,Clear,Night,Weekday,22.42,5.24
B040,R07,7,21,Low,Clear,Morning,Weekday,19.57,6.45
B008,R05,18,35,Low,Clear,Afternoon,Weekday,24.34,5.43
B005,R05,21,47,Low,Cloudy,Morning,Weekday,26.02,5.76
B009,R02,54,34,Low,Clear,Afternoon,Weekend,45.28,3.67
B001,R06,48,33,Low,Clear,Evening,Weekday,47.67,7.82
B036,R07,26,30,Low,Clear,Morning,Weekday,26.55,7.2
B035,R05,50,19,Medium,Rain,Evening,Weekday,60.86,14.66
B002,R04,30,43,Low,Cloudy,Morning,Weekday,35.19,8.19
B040,R06,32,17,Medium,Clear,Night,Weekday,58.53,11.2
B023,R07,49,26,High,Rain,Night,Weekend,91.82,9.27
B009,R05,18,27,High,Cloudy,Afternoon,Weekend,72.43,7.68
B034,R05,13,46,Low,Clear,Evening,Weekday,27.18,7.88
B046,R02,55,19,High,Clear,Morning,Weekday,87.26,13.74
B014,R07,30,20,Low,Clear,Evening,Weekday,34.28,9.63
B004,R04,6,44,Low,Cloudy,Evening,Weekday,17.08,4.43
B030,R06,15,24,High,Rain,Afternoon,Weekday,69.37,10.55
B031,R03,21,14,High,Clear,Night,Weekend,68.22,10.11
B038,R01,38,25,Medium,Clear,Morning,Weekday,59.66,8.9
B011,R04,23,13,Medium,Clear,Afternoon,Weekday,46.73,6.78
B035,R03,43,35,Medium,Clear,Evening,Weekday,60.93,9.67
B008,R04,22,35,Low,Cloudy,Night,Weekday,26.26,4.59
B003,R07,17,23,Low,Cloudy,Night,Weekday,31.06,6.94
B014,R03,9,25,Medium,Clear,Morning,Weekend,43.11,8.08
B013,R07,54,12,High,Rain,Night,Weekday,87.77,17.0
B045,R03,27,34,Low,Clear,Evening,Weekday,31.2,5.68
B032,R04,60,8,High,Rain,Night,Weekday,93.33,14.73
B034,R02,28,32,Low,Clear,Evening,Weekend,35.67,7.21
B045,R04,33,28,Medium,Cloudy,Morning,Weekday,52.21,9.97
B019,R07,52,39,Medium,Clear,Evening,Weekday,61.31,9.94
B038,R04,51,31,Medium,Clear,Night,Weekday,69.74,5.55
B016,R08,12,22,Low,Rain,Night,Weekday,14.42,5.08
B002,R08,30,26,Medium,Clear,Morning,Weekend,61.78,6.61
B040,R03,19,21,Medium,Rain,Morning,Weekday,45.75,12.42
B017,R08,5,27,Low,Cloudy,Night,Weekday,25.62,1.99
B034,R01,32,14,Low,Rain,Morning,Weekday,37.76,11.95
B042,R03,53,28,Medium,Rain,Evening,Weekday,64.57,12.53
B016,R08,51,37,Medium,Clear,Afternoon,Weekday,66.9,7.18
B038,R05,50,20,Low,Cloudy,Evening,Weekday,45.19,12.11
B002,R04,18,27,Medium,Rain,Evening,Weekday,52.71,14.34
B002,R06,46,26,High,Clear,Morning,Weekday,79.02,10.65
B026,R04,38,17,Low,Rain,Afternoon,Weekday,42.22,10.62
B013,R08,35,14,Medium,Cloudy,Night,Weekday,47.7,8.94
B047,R02,10,41,Low,Cloudy,Morning,Weekend,27.81,5.7
B031,R07,53,30,Low,Clear,Evening,Weekday,46.38,7.93
B034,R06,9,35,Low,Cloudy,Afternoon,Weekday,26.74,2.36
B039,R03,35,32,Medium,Clear,Morning,Weekend,60.39,7.88
B003,R02,41,8,High,Rain,Evening,Weekend,87.66,16.12
B008,R04,19,23,Low,Clear,Evening,Weekday,29.97,7.51
B023,R08,19,20,Medium,Clear,Night,Weekday,45.01,9.0
B014,R03,56,18,Medium,Rain,Night,Weekend,76.92,12.81
B027,R03,47,29,Low,Cloudy,Afternoon,Weekday,45.16,8.13
B029,R05,9,26,Medium,Rain,Evening,Weekend,48.68,11.09
B039,R05,32,19,High,Clear,Evening,Weekend,73.93,9.18
B039,R08,37,12,High,Cloudy,Night,Weekday,76.39,7.96
B001,R08,15,8,High,Cloudy,Evening,Weekday,68.06,13.24
B017,R01,47,47,Low,Cloudy,Night,Weekday,46.19,6.09
B041,R05,10,33,High,Clear,Evening,Weekend,66.37,9.18
B030,R07,27,48,Low,Clear,Night,Weekend,28.52,3.43
B013,R06,44,8,Medium,Rain,Night,Weekday,69.6,12.08
B021,R03,6,31,High,Clear,Afternoon,Weekday,57.03,8.26
B019,R05,19,34,Low,Rain,Evening,Weekday,31.15,9.91
B019,R08,27,31,Medium,Clear,Evening,Weekend,53.62,9.56
B025,R01,26,15,Medium,Rain,Night,Weekday,65.64,11.11
B022,R08,13,37,Medium,Cloudy,Evening,Weekday,44.33,8.19
B031,R08,51,50,Low,Cloudy,Night,Weekday,39.37,4.62
B017,R08,44,23,High,Clear,Afternoon,Weekday,85.25,10.67
B023,R04,34,24,Medium,Rain,Afternoon,Weekend,54.49,6.54
B032,R06,20,20,Low,Clear,Night,Weekday,35.32,7.37
B010,R05,50,24,Low,Cloudy,Morning,Weekday,49.38,8.09
B010,R03,51,12,High,Clear,Afternoon,Weekday,89.03,10.3
B036,R04,56,22,Low,Cloudy,Evening,Weekday,44.12,11.35
B008,R08,34,24,Low,Rain,Night,Weekday,41.32,8.33
B020,R07,49,29,Medium,Clear,Night,Weekend,76.03,5.67
B032,R03,13,39,Medium,Cloudy,Afternoon,Weekday,44.6,7.11
B050,R04,5,13,Medium,Clear,Night,Weekday,41.52,7.04
B014,R07,42,35,Medium,Rain,Afternoon,Weekday,60.3,9.42
B050,R07,12,8,High,Rain,Night,Weekend,64.48,13.03
B028,R06,56,10,High,Clear,Afternoon,Weekday,88.69,13.32
B046,R03,22,49,Low,Clear,Evening,Weekday,31.1,3.74
B024,R05,31,33,Medium,Cloudy,Morning,Weekday,55.21,8.58
B015,R05,22,34,High,Clear,Morning,Weekend,66.56,6.89
B022,R01,36,29,Medium,Clear,Morning,Weekend,63.95,7.57
B030,R04,53,27,Medium,Clear,Morning,Weekday,68.37,8.87
B004,R01,36,32,Low,Clear,Afternoon,Weekend,42.85,6.26
B013,R02,57,12,Medium,Clear,Night,Weekday,71.49,8.28
B023,R05,52,18,Medium,Clear,Morning,Weekday,52.71,11.56
B008,R04,49,41,Medium,Clear,Night,Weekend,69.02,5.83
B018,R06,58,34,High,Cloudy,Afternoon,Weekday,93.06,7.61
B012,R01,40,30,Low,Cloudy,Afternoon,Weekend,41.2,3.76
B031,R06,40,25,Low,Clear,Morning,Weekday,50.85,5.95
B014,R06,25,40,Low,Cloudy,Evening,Weekday,37.73,5.37
B034,R08,50,9,Medium,Rain,Morning,Weekday,70.04,12.37
B018,R08,36,29,Low,Clear,Night,Weekday,29.5,5.42
B034,R06,35,33,Medium,Rain,Morning,Weekday,64.22,12.8
B011,R01,41,22,Low,Cloudy,Afternoon,Weekday,43.89,5.4
B041,R08,20,38,Medium,Clear,Afternoon,Weekday,43.3,4.66
B012,R02,50,34,Low,Clear,Night,Weekend,46.6,4.17
B049,R07,50,15,High,Clear,Night,Weekday,76.56,10.75
B015,R07,18,16,Medium,Cloudy,Night,Weekend,52.42,5.87
B031,R08,28,17,High,Clear,Morning,Weekday,74.91,9.72
B049,R01,29,16,Medium,Rain,Morning,Weekday,51.51,13.61
B029,R07,50,41,Low,Cloudy,Evening,Weekday,48.53,8.38
B026,R03,55,30,Low,Clear,Night,Weekday,43.71,6.45
B018,R07,39,26,High,Clear,Evening,Weekend,80.1,13.14
B032,R05,21,34,Medium,Clear,Evening,Weekend,56.04,11.43
B022,R01,50,32,Low,Clear,Afternoon,Weekday,43.3,8.23
B038,R08,46,21,Medium,Clear,Evening,Weekday,58.25,7.61
B017,R08,49,21,Medium,Cloudy,Afternoon,Weekday,69.96,9.35
B023,R07,58,43,Low,Cloudy,Night,Weekend,49.56,3.5
B024,R01,8,40,Low,Clear,Afternoon,Weekend,34.04,2.38
B050,R02,15,17,High,Cloudy,Night,Weekday,70.09,7.24
B008,R03,51,39,Low,Clear,Morning,Weekday,49.31,7.61
B041,R08,19,35,Low,Clear,Evening,Weekday,31.32,9.36
B006,R01,34,31,Low,Cloudy,Night,Weekend,39.78,4.58
B005,R08,28,42,Low,Clear,Morning,Weekend,37.05,6.58
B044,R08,6,22,Medium,Rain,Morning,Weekend,46.39,10.6
B029,R05,47,36,Low,Rain,Night,Weekday,37.91,9.44
B028,R07,38,23,Low,Cloudy,Afternoon,Weekday,34.71,3.08
B011,R05,27,13,High,Clear,Night,Weekday,76.81,11.09
B001,R07,35,20,Low,Clear,Evening,Weekday,37.96,9.87
B043,R08,41,29,Medium,Clear,Morning,Weekday,56.68,11.98
B019,R01,17,26,Medium,Cloudy,Afternoon,Weekday,50.0,5.04
B009,R06,37,21,Medium,Rain,Night,Weekday,66.57,13.36
B027,R07,11,24,High,Cloudy,Night,Weekday,66.46,8.42
B034,R06,36,20,Low,Cloudy,Morning,Weekday,40.11,8.42
B044,R03,11,30,High,Cloudy,Night,Weekend,67.77,8.86
B004,R05,46,10,High,Rain,Evening,Weekday,79.95,17.33
B036,R06,42,23,Medium,Clear,Afternoon,Weekday,60.75,5.86
B018,R05,56,37,Low,Rain,Evening,Weekend,37.56,9.75
B015,R07,48,46,Low,Cloudy,Morning,Weekday,39.28,4.95
B013,R07,17,42,Medium,Clear,Afternoon,Weekday,48.11,6.0
B019,R03,28,8,High,Rain,Morning,Weekend,68.04,12.97
B049,R07,32,24,Medium,Rain,Morning,Weekend,55.9,8.47
B006,R08,36,45,Low,Cloudy,Evening,Weekday,36.52,5.12
B048,R03,47,31,Low,Rain,Afternoon,Weekday,50.12,9.54
B012,R06,22,41,Medium,Clear,Morning,Weekend,61.12,7.22
B037,R07,38,36,Medium,Clear,Evening,Weekday,58.72,7.59
B017,R01,52,23,Low,Clear,Evening,Weekday,47.88,8.18
B023,R04,38,36,Low,Clear,Afternoon,Weekday,45.05,5.81
B026,R02,55,29,Medium,Clear,Night,Weekend,67.47,7.92
B029,R08,42,15,Medium,Clear,Night,Weekday,63.1,10.09
B033,R04,5,38,Medium,Cloudy,Morning,Weekday,35.53,7.61
B027,R04,47,8,High,Clear,Night,Weekday,86.08,12.53
B025,R05,54,17,Medium,Clear,Afternoon,Weekday,73.38,9.3
B010,R08,46,26,Low,Clear,Night,Weekday,37.41,7.31
B047,R08,35,12,Medium,Clear,Afternoon,Weekday,49.2,11.45
B023,R03,54,9,High,Clear,Morning,Weekday,93.47,15.7
B021,R05,5,8,High,Clear,Night,Weekend,60.92,9.02
B021,R06,55,26,High,Clear,Afternoon,Weekday,83.6,8.76
B043,R02,20,35,Low,Clear,Afternoon,Weekday,30.48,6.82
B013,R06,43,30,High,Clear,Afternoon,Weekday,78.77,6.2
B037,R01,19,8,High,Rain,Evening,Weekday,64.32,15.8
B033,R02,37,13,Medium,Clear,Morning,Weekday,50.88,11.27
B024,R05,27,50,Low,Cloudy,Afternoon,Weekday,42.52,3.95
B044,R07,57,14,High,Clear,Evening,Weekday,96.83,14.15
B011,R07,45,42,Medium,Clear,Evening,Weekday,61.25,7.06
B017,R05,38,39,Low,Clear,Afternoon,Weekend,52.09,2.62
B004,R06,21,23,Low,Rain,Morning,Weekday,37.14,7.88
B047,R05,29,19,Medium,Clear,Night,Weekday,54.25,6.5
B025,R05,60,30,Medium,Cloudy,Evening,Weekend,81.35,8.55
B030,R04,46,43,Low,Cloudy,Afternoon,Weekend,32.78,3.93
B009,R01,10,34,Medium,Clear,Morning,Weekend,43.96,8.28
B021,R08,35,17,High,Rain,Morning,Weekday,86.3,17.37
B020,R07,9,26,Medium,Clear,Afternoon,Weekend,42.8,4.64
B019,R04,44,47,Low,Clear,Evening,Weekend,47.87,5.69
B019,R05,44,31,Medium,Clear,Night,Weekday,57.1,8.03
B012,R03,34,33,Low,Clear,Morning,Weekday,33.69,5.69
B037,R04,9,45,Low,Clear,Night,Weekday,26.44,2.87
B042,R05,16,37,Medium,Cloudy,Morning,Weekday,51.31,10.32
B017,R07,11,21,High,Clear,Morning,Weekday,66.54,12.46
B037,R08,49,36,Medium,Cloudy,Morning,Weekday,62.43,11.16
B048,R05,17,39,Low,Clear,Evening,Weekday,23.85,7.19
B039,R01,53,9,Medium,Rain,Evening,Weekday,78.32,15.77
B028,R06,8,13,Medium,Clear,Afternoon,Weekday,45.75,8.43
B041,R02,54,8,High,Cloudy,Night,Weekday,92.53,14.32
B035,R04,46,8,High,Cloudy,Night,Weekday,87.94,7.22
B047,R04,7,45,Low,Clear,Afternoon,Weekend,21.14,0.84
B048,R04,16,21,Low,Clear,Evening,Weekday,28.25,5.54
B018,R05,5,28,Low,Clear,Night,Weekday,18.66,3.74
B014,R08,31,32,High,Clear,Afternoon,Weekday,79.35,9.16
B035,R01,47,31,Low,Clear,Morning,Weekend,42.72,6.48
B044,R08,54,40,Low,Cloudy,Night,Weekday,55.14,4.48
B041,R05,17,38,Medium,Clear,Evening,Weekend,40.46,7.49
B007,R05,21,41,Low,Clear,Night,Weekday,33.02,4.88
B041,R06,12,39,Low,Clear,Morning,Weekday,38.74,6.45
B013,R03,36,22,Medium,Rain,Evening,Weekday,54.34,13.92
B018,R01,24,22,Low,Clear,Evening,Weekday,32.81,7.06
B037,R04,55,41,Medium,Clear,Afternoon,Weekday,65.76,9.02
B013,R02,21,22,High,Clear,Evening,Weekend,74.99,10.37
B036,R04,38,50,Low,Clear,Afternoon,Weekday,29.0,5.45
B031,R08,39,27,Medium,Cloudy,Evening,Weekday,53.49,9.05
B002,R05,39,14,High,Cloudy,Morning,Weekday,74.55,14.91
B016,R01,42,30,High,Cloudy,Morning,Weekday,85.41,11.94
B009,R07,46,37,Medium,Cloudy,Morning,Weekday,62.1,9.15
B009,R01,28,28,Medium,Rain,Morning,Weekday,50.83,9.66
B038,R01,58,43,Low,Clear,Morning,Weekday,51.05,8.81
B011,R03,22,26,Medium,Clear,Night,Weekday,52.13,5.77
B022,R04,54,25,High,Clear,Morning,Weekday,86.03,15.39
B033,R03,50,22,Medium,Clear,Evening,Weekday,62.52,11.94
B036,R07,52,40,Medium,Clear,Afternoon,Weekend,61.48,4.52
B045,R07,43,29,Low,Clear,Night,Weekend,48.64,5.52
B023,R06,37,38,Medium,Clear,Evening,Weekday,65.98,11.99
B045,R08,53,35,Medium,Clear,Morning,Weekday,59.95,9.4
B045,R02,27,23,Medium,Rain,Morning,Weekday,51.56,11.3
B034,R06,29,35,Low,Rain,Evening,Weekday,36.77,10.13
B009,R05,41,16,Medium,Clear,Night,Weekend,56.0,6.83
B024,R03,31,18,Medium,Rain,Afternoon,Weekday,59.22,12.9
B008,R03,5,21,Low,Rain,Afternoon,Weekend,23.59,5.54
B007,R06,25,37,Low,Rain,Afternoon,Weekday,36.67,7.99
B036,R05,53,40,Low,Clear,Afternoon,Weekday,58.09,7.6
B018,R01,14,17,Medium,Cloudy,Morning,Weekday,38.66,9.38
B003,R05,35,12,Medium,Clear,Night,Weekday,64.82,10.98
B028,R04,48,31,High,Cloudy,Morning,Weekend,81.38,10.06
B006,R06,29,49,Low,Cloudy,Night,Weekday,38.02,2.35
B044,R08,24,15,High,Cloudy,Afternoon,Weekday,74.81,11.27
B044,R05,6,25,Medium,Clear,Evening,Weekend,50.08,8.35
B021,R01,59,8,Medium,Rain,Evening,Weekday,70.04,13.38
B028,R05,52,34,Low,Clear,Morning,Weekday,42.13,7.53
B040,R03,19,36,Low,Clear,Evening,Weekday,30.95,5.22
B001,R02,32,23,High,Clear,Morning,Weekday,84.67,11.33
B036,R03,17,24,Low,Rain,Morning,Weekday,30.49,12.98
B021,R08,54,13,Low,Rain,Night,Weekday,44.38,11.86
B043,R07,56,32,Low,Cloudy,Afternoon,Weekday,47.47,7.42
B035,R02,58,33,High,Clear,Afternoon,Weekday,90.5,10.33
B013,R07,18,29,Low,Clear,Afternoon,Weekday,29.83,6.77
B049,R05,54,23,Low,Clear,Afternoon,Weekday,47.14,7.24
B010,R04,6,17,Medium,Clear,Night,Weekend,48.16,3.79
B044,R08,38,20,Medium,Clear,Afternoon,Weekend,69.37,5.51
B047,R05,39,29,Medium,Clear,Afternoon,Weekday,64.5,7.02
B010,R01,41,13,Medium,Clear,Evening,Weekday,63.86,10.57
B046,R05,29,8,High,Rain,Afternoon,Weekday,79.91,13.46
B013,R02,52,14,High,Cloudy,Afternoon,Weekday,89.48,13.14
B037,R03,58,29,High,Cloudy,Morning,Weekend,89.98,11.48
B038,R04,19,47,Low,Clear,Morning,Weekday,26.85,5.57
B024,R07,16,16,High,Clear,Afternoon,Weekday,65.35,8.11
B002,R05,13,25,Low,Clear,Morning,Weekday,26.69,6.59
B022,R05,35,31,Low,Clear,Evening,Weekday,39.21,6.79
B017,R03,18,22,High,Cloudy,Evening,Weekday,74.94,9.83
B036,R04,33,21,High,Clear,Evening,Weekend,76.22,6.44
B014,R06,57,34,Medium,Rain,Night,Weekend,67.01,7.88
B010,R07,52,15,High,Rain,Evening,Weekday,87.62,18.4
B035,R05,47,31,High,Clear,Afternoon,Weekday,85.9,11.55
B025,R05,42,23,Medium,Clear,Evening,Weekday,58.35,9.16
B003,R06,46,24,Medium,Rain,Evening,Weekday,59.66,12.3
B047,R07,12,16,High,Cloudy,Evening,Weekday,69.47,15.37
B038,R02,52,39,Low,Cloudy,Evening,Weekend,45.64,10.33
B017,R02,7,42,Low,Cloudy,Morning,Weekday,29.65,5.54
B012,R08,6,8,High,Clear,Evening,Weekday,64.64,13.12
B024,R08,20,45,Low,Clear,Evening,Weekday,29.9,6.45
B029,R01,23,49,Low,Clear,Morning,Weekday,25.86,4.83
B043,R03,34,41,Low,Clear,Morning,Weekday,37.3,6.79
B025,R04,45,17,Medium,Clear,Night,Weekday,57.84,9.99
B036,R05,20,16,High,Clear,Afternoon,Weekend,63.85,10.5
B026,R07,35,34,Medium,Rain,Night,Weekday,65.31,10.27
B038,R05,58,21,Medium,Cloudy,Morning,Weekday,66.82,11.21
B001,R08,32,8,High,Clear,Morning,Weekday,80.72,10.64
B020,R01,8,12,High,Clear,Morning,Weekday,58.72,10.02
B028,R07,14,26,Medium,Cloudy,Night,Weekday,43.7,4.36
B016,R07,55,33,High,Clear,Evening,Weekday,83.75,12.67
B047,R05,49,37,Medium,Cloudy,Afternoon,Weekday,68.18,6.74
B017,R03,22,42,Low,Rain,Afternoon,Weekday,33.49,6.52
B040,R01,51,24,Low,Clear,Evening,Weekday,39.14,9.05
B028,R03,36,37,Medium,Clear,Afternoon,Weekend,51.18,6.53
B012,R01,34,42,Medium,Cloudy,Evening,Weekend,59.66,4.74
B027,R05,40,42,Medium,Clear,Night,Weekday,66.8,7.42
B042,R01,13,36,Medium,Clear,Morning,Weekend,53.05,6.15
B047,R02,40,45,Low,Clear,Evening,Weekend,36.37,7.12
B030,R07,33,34,Low,Rain,Evening,Weekday,34.59,9.42
B041,R04,20,33,Medium,Clear,Morning,Weekday,52.62,7.34
B034,R05,32,21,Low,Rain,Morning,Weekday,38.98,12.11
B037,R06,25,40,Medium,Clear,Afternoon,Weekday,53.75,4.95
B006,R04,51,37,Medium,Clear,Evening,Weekday,63.68,8.91
B007,R05,60,26,Medium,Cloudy,Morning,Weekday,72.38,9.03
B032,R04,6,32,Low,Clear,Afternoon,Weekday,23.82,3.78
B032,R02,50,32,Medium,Clear,Night,Weekday,66.01,10.56
B025,R04,39,8,High,Clear,Evening,Weekday,83.97,11.5
B033,R01,58,22,High,Clear,Night,Weekday,94.56,10.58
B007,R08,32,8,High,Clear,Morning,Weekend,77.74,12.72
B012,R04,59,29,Medium,Cloudy,Morning,Weekend,70.98,8.8
B016,R05,40,33,Low,Cloudy,Evening,Weekday,39.22,8.35
B016,R06,35,26,Medium,Rain,Night,Weekday,58.16,9.62
B043,R06,37,27,High,Cloudy,Morning,Weekday,82.3,11.06
B036,R08,27,32,Low,Cloudy,Evening,Weekend,35.97,5.93
B013,R03,45,46,Low,Cloudy,Evening,Weekend,39.79,5.64
B007,R08,21,36,Low,Rain,Evening,Weekday,27.52,11.02
B036,R07,50,19,Medium,Clear,Morning,Weekday,61.86,9.67
B047,R04,53,21,Medium,Clear,Morning,Weekday,72.24,11.0
B009,R06,5,42,Low,Cloudy,Evening,Weekend,14.2,6.08
B032,R08,46,8,High,Clear,Afternoon,Weekend,76.22,11.43
B011,R04,27,35,Medium,Rain,Evening,Weekday,50.43,10.97
B008,R07,52,29,Low,Clear,Evening,Weekday,49.77,10.58
B033,R06,31,46,Low,Clear,Evening,Weekday,34.16,6.6
B023,R07,29,21,Low,Cloudy,Afternoon,Weekend,30.37,6.59
B025,R04,36,40,Medium,Clear,Night,Weekday,59.77,6.05
B008,R05,23,38,Low,Rain,Morning,Weekday,33.53,9.56
B045,R04,28,27,Medium,Rain,Morning,Weekday,57.93,12.57
B022,R08,7,8,High,Cloudy,Night,Weekend,70.32,7.89
B004,R07,16,33,Medium,Clear,Evening,Weekday,54.16,10.64
B040,R05,39,28,Low,Clear,Evening,Weekday,42.28,9.81
B003,R05,19,32,Medium,Clear,Morning,Weekday,49.08,7.49
B029,R03,21,8,High,Rain,Evening,Weekday,72.65,12.98
B041,R06,54,23,Low,Clear,Night,Weekday,44.95,6.85
B029,R01,36,22,Low,Clear,Morning,Weekday,42.46,7.83
B034,R05,11,18,Medium,Clear,Afternoon,Weekday,43.02,6.7
B034,R07,23,34,Medium,Clear,Evening,Weekend,47.71,7.1
B028,R06,11,35,Low,Rain,Night,Weekend,30.25,7.19
B013,R02,9,27,Medium,Clear,Morning,Weekday,37.29,10.7
B015,R04,44,16,Medium,Clear,Morning,Weekend,59.01,10.75
B023,R08,25,16,High,Cloudy,Afternoon,Weekday,75.5,12.0
B044,R07,52,22,Low,Rain,Evening,Weekday,45.57,11.63
B026,R02,52,20,High,Rain,Afternoon,Weekday,85.36,11.07
B004,R07,55,46,Low,Cloudy,Night,Weekday,42.25,4.49
B026,R04,51,13,Medium,Clear,Morning,Weekend,60.65,9.01
B040,R03,11,27,Medium,Clear,Morning,Weekend,44.59,8.86
B009,R07,41,24,Medium,Rain,Afternoon,Weekday,52.99,7.67
B005,R05,27,8,High,Rain,Afternoon,Weekday,73.45,13.57
B032,R01,15,25,Low,Cloudy,Afternoon,Weekday,33.18,5.17
B020,R05,14,33,Medium,Cloudy,Evening,Weekend,52.24,8.06
B050,R04,25,31,Low,Rain,Morning,Weekday,35.17,7.89
B011,R07,59,12,Medium,Clear,Evening,Weekday,70.46,13.75
B015,R01,45,47,Low,Clear,Night,Weekend,42.09,4.11
B032,R05,37,8,High,Cloudy,Evening,Weekend,78.78,10.55
B028,R01,24,8,High,Rain,Afternoon,Weekday,67.75,11.75
B022,R08,37,33,High,Cloudy,Night,Weekend,75.67,7.6
B041,R04,44,29,Low,Rain,Night,Weekday,34.47,9.54
B017,R03,39,30,Medium,Clear,Evening,Weekday,63.71,8.62
B026,R03,38,27,Low,Clear,Evening,Weekend,38.48,8.07
B044,R07,40,13,High,Clear,Afternoon,Weekday,89.02,10.89
B007,R05,31,29,Medium,Rain,Afternoon,Weekday,52.84,12.25
B042,R02,23,14,Medium,Clear,Night,Weekday,51.46,7.52
B026,R04,47,20,Medium,Clear,Afternoon,Weekend,66.68,7.8
B025,R05,9,19,Low,Rain,Morning,Weekday,26.39,10.96
B010,R05,33,35,Medium,Clear,Morning,Weekday,56.13,7.36
B045,R03,60,18,Low,Rain,Night,Weekday,57.99,8.88
B019,R07,14,18,High,Clear,Evening,Weekday,62.82,9.78
B011,R01,60,16,High,Clear,Evening,Weekday,92.86,14.4
B013,R04,59,25,Medium,Cloudy,Morning,Weekday,67.54,8.29
B008,R08,44,8,High,Rain,Evening,Weekday,81.38,16.45
B040,R01,17,45,Low,Clear,Afternoon,Weekday,29.66,2.83
B004,R06,33,25,High,Rain,Morning,Weekday,75.93,12.68
B047,R06,9,43,Low,Clear,Night,Weekday,23.75,0.89
B031,R04,16,39,Medium,Clear,Evening,Weekday,41.09,7.97
B028,R07,17,41,Medium,Clear,Night,Weekday,52.53,4.88
B011,R02,26,42,Low,Rain,Night,Weekend,26.05,5.65
B043,R06,44,42,Medium,Clear,Evening,Weekday,68.43,8.69
B001,R03,19,49,Low,Clear,Evening,Weekday,29.03,8.23
B049,R02,17,8,High,Rain,Morning,Weekday,72.66,13.07
B047,R05,5,26,Low,Clear,Morning,Weekday,11.59,7.18
B038,R06,58,41,Medium,Clear,Night,Weekend,68.83,6.12
B024,R03,42,8,High,Clear,Night,Weekday,80.94,12.31
B047,R05,47,35,Low,Cloudy,Morning,Weekday,39.53,7.1
B031,R02,49,18,Medium,Clear,Night,Weekday,68.37,11.79
B041,R04,57,19,Medium,Rain,Afternoon,Weekend,65.71,10.77
B046,R05,56,25,Low,Clear,Evening,Weekday,44.05,9.19
B050,R01,5,23,High,Clear,Evening,Weekday,60.88,12.54
B026,R04,15,31,Low,Rain,Afternoon,Weekday,31.8,6.88
B049,R04,47,28,Low,Clear,Morning,Weekday,44.72,9.49
B050,R02,44,26,Medium,Rain,Morning,Weekday,63.75,14.07
B005,R02,26,41,Medium,Clear,Night,Weekday,56.4,5.53
B020,R03,39,9,High,Clear,Night,Weekday,78.54,12.45
B041,R03,55,32,High,Clear,Morning,Weekday,92.16,10.1
B011,R01,48,28,Medium,Clear,Night,Weekday,65.69,8.6
B033,R04,10,16,Medium,Clear,Afternoon,Weekend,48.75,5.74
B050,R08,32,34,Low,Clear,Evening,Weekend,32.5,6.26
B038,R07,35,47,Low,Clear,Afternoon,Weekday,37.93,5.47
B027,R01,59,18,Medium,Clear,Evening,Weekday,73.76,13.21
B034,R01,12,17,High,Clear,Evening,Weekend,74.22,7.02
B015,R07,9,39,Low,Clear,Night,Weekend,29.23,1.73
B032,R07,46,47,Low,Clear,Night,Weekday,47.94,6.91
B021,R07,58,41,Medium,Clear,Evening,Weekday,61.99,9.64
B046,R02,52,37,Low,Cloudy,Night,Weekend,44.67,4.87
B005,R01,48,42,Medium,Cloudy,Afternoon,Weekday,66.79,8.65
B006,R01,21,40,Medium,Cloudy,Morning,Weekday,44.34,4.06
B038,R05,42,36,Medium,Clear,Night,Weekend,62.99,4.91
B022,R07,13,41,Low,Clear,Night,Weekday,24.86,5.52
B018,R07,14,28,High,Clear,Night,Weekday,65.6,6.2
B014,R03,24,36,Low,Rain,Morning,Weekday,32.32,8.93
B010,R03,18,34,High,Clear,Afternoon,Weekend,70.76,4.31
B046,R04,18,28,Medium,Clear,Evening,Weekend,52.65,7.27
B013,R03,30,21,High,Clear,Afternoon,Weekday,69.61,11.61
B031,R06,33,8,Medium,Rain,Night,Weekday,61.22,8.99
B030,R04,53,48,Low,Cloudy,Morning,Weekday,49.66,6.1
B003,R08,31,21,High,Clear,Afternoon,Weekend,74.25,10.29
B030,R07,29,25,Medium,Clear,Night,Weekday,59.26,6.47
B006,R05,20,16,Low,Rain,Night,Weekday,21.66,9.31
B029,R03,40,26,Low,Clear,Evening,Weekday,40.83,11.04
B008,R05,38,18,Medium,Clear,Morning,Weekday,56.22,11.27
B044,R03,20,12,Medium,Cloudy,Evening,Weekend,44.78,9.76
B045,R03,37,19,Medium,Clear,Afternoon,Weekday,51.08,10.97
B043,R05,7,31,Medium,Clear,Evening,Weekend,46.66,7.62
B044,R01,27,35,Medium,Clear,Afternoon,Weekday,56.06,6.68
B033,R01,15,8,High,Rain,Night,Weekday,73.49,11.28
B017,R01,52,20,Medium,Clear,Morning,Weekend,69.33,10.85
B048,R06,22,19,Low,Rain,Morning,Weekday,29.53,13.22
B011,R01,51,8,High,Cloudy,Night,Weekday,99.07,8.6
B013,R03,45,24,Low,Rain,Morning,Weekend,47.57,8.42
B050,R07,48,8,Medium,Rain,Evening,Weekday,58.25,14.25
B011,R02,33,16,Medium,Clear,Afternoon,Weekday,55.85,7.33
